SHIP_NO,SHIP_GUBUN,GROSS_TONNAGE,REG_LENGTH,REG_BREADTH,REG_DEPTH,NATURE,PURPOSE,PURPOSE_GU,REG_PORT
BSC130043,2,1.3,4.99,1.93,0.86,5,G08,2,2600000000
BSC130048,2,17,11.99,4.7,1.99,1,G08,112,2600000000
BSC130056,2,19,12.94,6,1.92,1,G08,112,2600000000
BSC130085,2,2.24,9.55,2.32,0.9,5,G08,20,2600000000
BSC130090,2,0.93,6.26,1.67,0.83,5,G08,20,2600000000
BSC130100,2,12,15.37,3.8,0.99,5,G08,2,2600000000
BSC131829,2,12,11.66,2.49,1.02,4,G01,23,2600000000
BSC131830,2,12,11.66,2.49,1.02,4,G01,23,2600000000
BSC140039,2,1.23,7.39,1.86,0.88,5,G08,20,2600000000
BSC140045,2,19,14.9,0,0,5,G01,6,2600000000
BSC140046,2,17,15.2,6,1.4,5,G08,20,2600000000
BSC140055,2,1.75,6.3,2.62,0.96,5,G08,121,2600000000
BSC140063,2,14,15.21,3.65,1.7,5,G08,20,2600000000
BSC150014,2,13,13.77,3.85,1.51,5,G08,127,2600000000
BSC150018,2,18,11.96,4.7,2,1,G08,30,2600000000
BSC150072,2,3.18,7.27,2.65,0.67,4,G08,20,2600000000
BSC150076,2,14,15.21,3.65,1.7,5,G08,20,2600000000
BSC150080,2,5.98,8.87,0,0,5,G08,20,2600000000
BSC153507,2,1.52,6.48,1.82,0.85,5,G08,20,2638000000
BSC160008,2,4.44,9.77,2.5,0.86,5,G08,20,2600000000
BSC160010,2,6.03,9.9,2.9,0.86,5,G08,11,2600000000
BSC160013,2,4.95,8.51,2.85,0.96,5,G08,37,2600000000
BSC160017,2,0.64,6.5,1.86,0.39,5,G08,14,2600000000
BSC160020,2,10,9.93,3.55,1.46,5,G08,37,2600000000
BSC160029,2,6.39,13.16,2.7,0.93,5,G08,14,2600000000
BSC160042,2,13,12.79,5,1.6,1,G08,30,2600000000
BSC160043,2,10,10.88,4.1,1.42,4,G08,20,2600000000
BSC160044,2,9.16,11.84,3.2,1.74,4,G08,20,2600000000
BSC160051,2,1.85,7.33,0,0,4,G08,20,2600000000
BSC170001,2,1.78,6.64,1.98,1.11,5,G08,11,2600000000
BSC170021,2,2.14,7.09,2.06,1.07,1,G08,11,2600000000
BSC170028,2,3.29,7.69,2.71,1,4,G08,7,2600000000
BSC180015,2,8.55,11.71,2.99,0.93,5,G08,41,2600000000
BSC180041,2,16,10.52,4.99,1.58,5,G08,18,2600000000
BSC190003,2,1.57,5.94,2.15,0.5,5,G08,37,2600000000
BSC190004,2,18,16.34,4.5,2.09,1,G04,2,2600000000
BSC190006,2,7.31,11.16,3.13,0.87,5,G08,20,2600000000
BSC190020,2,5.17,7.78,3.19,1.1,5,G08,37,2600000000
BSC190021,2,18,18,3.85,1.85,5,G08,20,2600000000
BSC190023,2,2.73,5.79,2.5,0.6,4,G08,5,2600000000
BSC200002,2,4.98,8.12,2.74,0.9,4,G08,20,2600000000
BSC200005,2,1.88,7.68,2.8,0,4,G08,20,2600000000
BSC200006,2,19,12.54,5.2,2.13,1,G08,113,2600000000
BSC200016,2,2.62,6.41,2.5,0.65,4,G08,20,2600000000
BSC200020,2,12,13.12,3.46,1.72,1,G08,20,2600000000
BSC200025,2,4.85,8.64,2.76,1.25,1,G08,37,2600000000
BSC200030,2,3.03,8.01,2.15,0.99,5,G08,11,2600000000
BSC635787,2,18,17.15,3.7,2,1,G08,112,2600000000
BSC652766,2,15.62,13.3,3.2,1.72,1,G04,5,2600000000
BSC665641,2,10,13.97,3.8,1.37,1,G08,14,2600000000
BSC685868,2,15.26,14,3.65,1.3,1,G08,14,2600000000
BSC685911,2,9.16,12.12,3.5,1.7,1,G04,2,2600000000
BSC685935,2,8.31,10.7,2.75,1.29,1,G08,12,2600000000
BSC686281,2,16.55,13.5,3.5,1.6,1,G08,11,2600000000
BSC686419,2,11.62,12.5,2.93,1.45,1,G04,2,2600000000
BSC705685,2,16.12,13.7,3.36,1.6,1,G08,20,2600000000
BSC705911,2,19.94,16,3.6,1.56,1,G08,20,2600000000
BSC713158,2,14,19,4,1.6,1,G08,113,2600000000
BSC715728,2,19,18.36,3.6,2.2,1,G04,2,2600000000
BSC716280,2,12.99,13.6,2.98,1.4,1,G08,14,2600000000
BSC723187,2,10,15.07,3,1.85,1,G04,5,2600000000
BSC725701,2,4.89,8.65,2.35,1.1,1,G08,14,2600000000
BSC725718,2,18.95,13,3.7,1.8,1,G04,2,2600000000
BSC725817,2,7.31,12.28,3.06,1.46,1,G08,14,2600000000
BSC728022,2,17,17.45,4,2,1,G08,14,2600000000
BSC731675,2,6.36,9.85,3,1.6,1,G08,11,2600000000
BSC735556,2,14.51,13,3,1.7,1,G08,14,2600000000
BSC735687,2,6.67,10.77,3.2,1.5,1,G08,14,2600000000
BSC735814,2,7.31,10.89,2.85,1.45,1,G08,11,2600000000
BSC753224,2,17.68,13.2,3.6,1.2,1,G08,11,2600000000
BSC755681,2,19,16.55,5,2.3,1,G08,20,2600000000
BSC755727,2,3.78,9.5,2.8,0.65,1,G08,14,2600000000
BSC755798,2,13.96,12.7,3.1,1.62,1,G08,14,2600000000
BSC763221,2,4.63,10.08,2.8,1.2,1,G08,11,2600000000
BSC765541,2,9.04,12.3,2.8,1.2,1,G08,14,2600000000
BSC765558,2,12,12.7,2.88,1.5,1,G04,2,2600000000
BSC765961,2,19.82,14.8,3.6,1.7,1,G04,5,2600000000
BSC765993,2,12.47,12.25,3,1.55,1,G08,11,2600000000
BSC770497,2,13.73,12.3,3,1.7,1,G08,20,2600000000
BSC774569,2,8.55,13.92,3,1.4,1,G08,14,2600000000
BSC785605,2,10.1,12,2.85,1.35,1,G08,14,2600000000
BSC785842,2,15.05,15.2,2.9,1.56,1,G04,2,2600000000
BSC785874,2,19,17.2,4,1.9,1,G08,112,2600000000
BSC785902,2,18,16.75,4,1.95,1,G08,112,2600000000
BSC793209,2,17.53,14.1,3.35,1.65,1,G04,2,2600000000
BSC793294,2,16.83,13.62,3.56,1.4,1,G08,11,2600000000
BSC795726,2,19.27,14,3.7,1.7,1,G08,20,2600000000
BSC796058,2,18,16.9,4,1.97,1,G08,112,2600000000
BSC802811,2,15,16.42,4,1.8,1,G08,14,2600000000
BSC803266,2,14,14.4,4.25,1.8,1,G08,14,2600000000
BSC804818,2,8.12,11.4,2.7,1.1,1,G08,14,2600000000
BSC805539,2,5.63,8.1,2.6,1.1,1,G08,14,2600000000
BSC805546,2,11.1,11.8,2.9,1.55,2,G08,14,2600000000
BSC805691,2,16,13.85,3.55,1.85,1,G04,2,2600000000
BSC805890,2,18.85,14.5,3.6,1.65,1,G04,5,2600000000
BSC813164,2,19,19.89,3.6,1.94,1,G04,2,2600000000
BSC813370,2,8.32,12,3.35,1.54,5,G08,11,2600000000
BSC814076,2,12,15,3.65,1.9,1,G08,12,2600000000
BSC814854,2,4.51,9.33,2.74,1.28,1,G08,14,2600000000
BSC823130,2,12,16.3,3.31,1.76,1,G04,2,2600000000
BSC830076,2,6,11.3,3.7,1.1,1,G08,20,2600000000
BSC833176,2,19.8,14.1,3.5,1.8,1,G04,2,2600000000
BSC845545,2,9.16,12.33,3.8,1.45,1,G08,11,2600000000
BSC855567,2,17,16.55,4,1.7,1,G08,113,2600000000
BSC860601,2,7.31,10.26,3.48,1.5,1,G08,20,2600000000
BSC864578,2,16,18.43,3.96,1.8,1,G08,20,2600000000
BSC875607,2,8.55,12.56,3.25,1.5,1,G08,14,2600000000
BSC876290,2,19,18.91,3.9,1.8,1,G08,112,2600000000
BSC880033,2,8.56,12.86,3.05,1.55,1,G08,14,2600000000
BSC880217,2,7.31,11.52,3,1.4,1,G08,14,2600000000
BSC880323,2,12.75,14,3.2,1.3,1,G08,14,2600000000
BSC880370,2,2.58,8.02,2.57,1.06,2,G08,14,2600000000
BSC880454,2,12,14.08,3.5,1.8,5,G08,20,2600000000
BSC880769,2,7.93,12.77,3.4,1.35,1,G08,14,2600000000
BSC881366,2,2.47,8.6,2.53,0.9,2,G08,14,2600000000
BSC881433,2,2.38,8,2.45,0.92,2,G08,20,2600000000
BSC881441,2,2.49,8.3,2.43,0.83,2,G08,14,2600000000
BSC881564,2,6.67,11.38,3.1,1.51,2,G08,14,2600000000
BSC881600,2,11,13.58,4,1.5,1,G08,14,2600000000
BSC881631,2,1.84,6.23,2.31,0.85,2,G08,20,2600000000
BSC881978,2,6.67,11.76,2.95,1.41,1,G08,113,2600000000
BSC885071,2,3.77,8.81,2.58,0.74,5,G08,18,2600000000
BSC887450,2,5.21,10.06,2.83,1.34,1,G08,11,2600000000
BSC890094,2,7.93,13.08,3,1.5,1,G08,11,2600000000
BSC890833,2,5.66,10.26,2.9,1.53,1,G08,11,2600000000
BSC890872,2,7.93,13.18,3,1.5,1,G08,11,2600000000
BSC897440,2,16,18.27,3.68,1.78,1,G08,14,2600000000
BSC900101,2,4.89,10.12,2.9,1.42,1,G08,14,2600000000
BSC900264,2,6.68,11.24,3.2,1.5,1,G08,11,2600000000
BSC900388,2,18,17.41,4.5,1.8,1,G08,14,2600000000
BSC900423,2,7.93,13.25,3,1.5,1,G08,11,2600000000
BSC900530,2,17,17.01,4.2,1.84,5,G08,20,2600000000
BSC900639,2,4.39,7.03,2.9,1.4,5,G08,20,2600000000
BSC900721,2,9.77,13.09,3.5,1.7,1,G08,11,2600000000
BSC900844,2,11,11.71,3.6,2.1,1,G08,6,2600000000
BSC900911,2,13,15.58,3.5,1.8,5,G08,20,2600000000
BSC900929,2,13,14.4,3.5,1.8,5,G08,20,2600000000
BSC901137,2,13,15.3,3.9,1.6,1,G01,8,2600000000
BSC907337,2,3.72,9.39,2.3,1.1,5,G08,18,2600000000
BSC910071,2,10,13.19,3.5,1.5,1,G08,11,2600000000
BSC910187,2,13,15.23,3.8,1.8,1,G08,14,2600000000
BSC910230,2,13,15.3,3.9,1.6,1,G01,8,2600000000
BSC910247,2,13,13.22,3.62,1.25,5,G01,6,2600000000
BSC910491,2,8.56,11.35,3.2,1.6,1,G08,11,2600000000
BSC910520,2,16,17.42,3.85,1.83,1,G08,11,2600000000
BSC910859,2,10,13.14,3.3,1.7,1,G08,20,2600000000
BSC910901,2,5.54,9.72,3,1.5,1,G08,11,2600000000
BSC911099,2,9.16,12.38,3.5,1.6,1,G08,11,2600000000
BSC911141,2,5.88,9.88,2.8,1,5,G08,18,2600000000
BSC911166,2,13,15.31,3.9,1.65,1,G08,11,2600000000
BSC911181,2,6.36,10.37,3,1.55,1,G08,11,2600000000
BSC916981,2,4.32,8.4,2.49,0.94,5,G08,20,2600000000
BSC920368,2,4.45,7.85,3.6,1.4,5,G08,6,2600000000
BSC920435,2,6.36,10.29,3,1.5,1,G08,11,2600000000
BSC920701,2,12,14.19,3.5,1.53,5,G08,20,2600000000
BSC920718,2,12,15.67,3.5,1.53,5,G08,20,2600000000
BSC920856,2,14,14.16,3.5,1.6,1,G08,14,2600000000
BSC920909,2,2.51,8.37,2.6,0.91,2,G08,11,2600000000
BSC920916,2,7.31,10.89,3.2,1.6,1,G08,14,2600000000
BSC920948,2,7.31,10.38,3.2,1.6,1,G08,11,2600000000
BSC920987,2,6.68,10.24,3.2,1.6,1,G08,11,2600000000
BSC921018,2,6.68,10.13,3,1.6,1,G08,11,2600000000
BSC921100,2,6.68,9.76,3.2,1.55,1,G08,11,2600000000
BSC921117,2,7.31,10.41,3.5,1.6,1,G08,11,2600000000
BSC921124,2,6.68,10.37,3.05,1.5,1,G08,11,2600000000
BSC921188,2,8.55,11.18,3.3,1.6,1,G08,11,2600000000
BSC921231,2,13,15.33,3.9,1.65,1,G01,8,2600000000
BSC921294,2,8.56,12.36,3.2,1.65,1,G08,11,2600000000
BSC921347,2,7.31,11,3,1.65,1,G08,11,2600000000
BSC921386,2,7.93,11.9,3.2,1.6,1,G08,11,2600000000
BSC921393,2,7.93,11.12,3.4,1.7,1,G08,11,2600000000
BSC921407,2,7.31,10.77,3.2,1.6,1,G08,11,2600000000
BSC921461,2,7.94,11.33,3.3,1.65,1,G08,14,2600000000
BSC921577,2,7.31,10.78,3.2,1.6,1,G08,11,2600000000
BSC921605,2,8.56,12.67,3.2,1.5,1,G08,11,2600000000
BSC926582,2,19,19.06,4,1.7,1,G08,14,2600000000
BSC927041,2,7.31,12.11,2.6,0.84,5,G08,20,2600000000
BSC930135,2,16,17.09,4.2,1.9,1,G08,20,2600000000
BSC930326,2,15,14.78,3.5,1.4,5,G01,6,2600000000
BSC930401,2,9.16,11.96,3.2,1.75,1,G08,11,2600000000
BSC930425,2,6.67,11.35,3,1.51,1,G08,11,2600000000
BSC930440,2,17,12.77,4.4,2.3,1,G08,11,2600000000
BSC930524,2,9.78,12.63,3.1,1.7,1,G08,11,2600000000
BSC930588,2,8.56,12.38,3.2,1.57,1,G08,11,2600000000
BSC930631,2,2.82,7.84,2.48,1.12,2,G08,14,2600000000
BSC930655,2,10,14.18,3.5,1.7,1,G08,14,2600000000
BSC930761,2,8.46,11.18,3.38,1.68,1,G08,11,2600000000
BSC930779,2,9.34,11.25,3.6,1.75,1,G08,14,2600000000
BSC930938,2,4.99,9.62,3.3,1.2,1,G08,14,2600000000
BSC930984,2,4.09,10.2,2.4,1.2,1,G08,11,2600000000
BSC931369,2,6.44,9.72,3,1.64,1,G08,14,2600000000
BSC931404,2,3.24,9.01,2.5,1.1,1,G08,11,2600000000
BSC931581,2,9.76,12.82,3.6,1.7,1,G08,11,2600000000
BSC932271,2,19,19.92,4,1.8,1,G08,11,2600000000
BSC940080,2,9.77,14.71,3.8,1.7,1,G08,11,2600000000
BSC940316,2,10,13.15,3.5,1.7,1,G08,11,2600000000
BSC940461,2,6.75,10.6,3,1.5,1,G08,11,2600000000
BSC940638,2,16,14.31,3.68,1.45,5,G01,8,2600000000
BSC940751,2,16,16.2,4,1.7,1,G08,11,2600000000
BSC940769,2,10,13.32,3.7,1.7,1,G08,11,2600000000
BSC940903,2,7.94,11.33,3.4,1.6,1,G08,11,2600000000
BSC941083,2,2.3,7.1,2.2,1,5,G08,20,2600000000
BSC946562,2,16,14.88,3.66,1.4,5,G01,8,2600000000
BSC950321,2,9.78,12.63,3.1,1.7,1,G08,11,2600000000
BSC950437,2,15,14.76,4.3,1.8,1,G08,14,2600000000
BSC950897,2,1.41,6.86,2.2,0.9,5,G08,20,2600000000
BSC950932,2,13,15.71,3.9,1.65,1,G01,8,2600000000
BSC951455,2,7,11.33,3.3,1.6,1,G08,14,2600000000
BSC951522,2,13,15.31,3.9,1.65,1,G01,6,2600000000
BSC951653,2,7.94,12.05,2.82,1.07,5,G08,20,2600000000
BSC960077,2,13,14.59,4,1.8,1,G08,11,2600000000
BSC960120,2,10,13.75,3.3,1.6,1,G08,11,2600000000
BSC960268,2,19,18.66,4.5,1.7,1,G08,14,2600000000
BSC960303,2,13,15.31,3.9,1.65,1,G01,8,2600000000
BSC960816,2,7.4,9.7,3.3,1.7,1,G08,11,2600000000
BSC961222,2,4.94,9.63,3,1.2,1,G08,14,2600000000
BSC967157,2,13,14.92,3.8,1.8,1,G08,11,2600000000
BSC969122,2,13,14.78,3.7,1.52,5,G08,2,2600000000
BSC970173,2,1.78,7.5,2.2,0.75,5,G08,20,2600000000
BSC970495,2,7.81,11.33,3.41,1.7,1,G08,11,2600000000
BSC970548,2,13,13.15,3.5,1.7,1,G08,11,2600000000
BSC970852,2,7.94,11.19,3.2,1.7,1,G08,11,2600000000
BSC970860,2,14,15.12,3.9,1.75,1,G08,11,2600000000
BSC970891,2,8.55,11.29,3.4,1.7,1,G08,14,2600000000
BSC970937,2,4.1,9.5,2.78,1.22,2,G08,14,2600000000
BSC971007,2,12,14.76,3.6,1.7,1,G08,11,2600000000
BSC971283,2,11,13.16,3.6,1.8,1,G08,11,2600000000
BSC971680,2,10,12.21,3.5,1.75,1,G08,11,2600000000
BSC980361,2,4.05,9.31,2.5,1.3,1,G08,20,2600000000
BSC980461,2,16,16.06,3.65,2.13,1,G04,2,2600000000
BSC988810,2,19,17.15,4,1.74,1,G01,6,2600000000
BSC990673,2,12,11.8,3.5,1.73,1,G08,11,2600000000
BSC997417,2,14,15.14,3.7,1.25,5,G01,8,2600000000
BSR000040,2,85,27.39,6.5,2.7,1,G04,2,2600000000
BSR000089,2,498,47.47,10,5.5,1,G02,105,2600000000
BSR000124,2,143,34.3,7,3.5,1,G04,2,2600000000
BSR000156,2,96,24.97,7.6,3.6,1,G08,112,2600000000
BSR000188,2,29,20.82,4.65,2.4,1,G04,2,2600000000
BSR000195,2,42,23.04,5.6,2.6,1,G04,2,2600000000
BSR000209,2,57,20.05,6.5,2.8,1,G08,112,2600000000
BSR000347,2,69,26.9,5.3,3,1,G04,2,2600000000
BSR000461,2,119,27.55,7.6,3.55,1,G08,113,2600000000
BSR000485,2,41,19.27,4.8,2.5,1,G04,2,2600000000
BSR000521,2,61,23.35,6.2,2.8,1,G08,12,2600000000
BSR000538,2,51,23.93,5.4,2.3,1,G04,2,2600000000
BSR000552,2,141,28.48,8.8,3.5,1,G08,112,2600000000
BSR000584,2,39,26.09,4.5,2.07,1,G08,113,2600000000
BSR000644,2,96,33.46,7.8,2.6,1,G04,2,2600000000
BSR000736,2,112,29.35,6.8,3.5,1,G04,2,2600000000
BSR000828,2,86,28.42,6,3.3,1,G04,2,2600000000
BSR000835,2,28,20.14,6,2,1,G08,14,2600000000
BSR000941,2,34,21.09,4.5,2.45,1,G08,113,2600000000
BSR000959,2,32,19.94,4.8,2.5,1,G04,2,2600000000
BSR001082,2,199,44.01,7.8,3.45,1,G04,5,2600000000
BSR007855,2,75,26.67,6.9,2,1,G08,29,2600000000
BSR008314,2,139,32.32,7.35,3.95,1,G04,2,2600000000
BSR008321,2,95,30.5,6.8,2.8,1,G04,2,2600000000
BSR010178,2,111,34.21,7,2.8,1,G08,112,2600000000
BSR010192,2,116,29.35,6.8,3.5,1,G04,2,2600000000
BSR010238,2,40,21.38,5.2,2.7,1,G08,12,2600000000
BSR010305,2,70,27.43,6.3,3,1,G04,2,2600000000
BSR010337,2,49,21.24,5.4,2.65,1,G08,112,2600000000
BSR010344,2,51,22.36,5.5,2.7,1,G08,112,2600000000
BSR010351,2,131,26.71,8.4,3.81,1,G08,112,2600000000
BSR010376,2,114,34.96,7.4,3,1,G04,2,2600000000
BSR010475,2,113,33.42,7.38,3.1,1,G08,112,2600000000
BSR010490,2,41,23.07,5.2,2.2,1,G04,2,2600000000
BSR010511,2,999,64.64,12.5,5.1,1,G04,2,2600000000
BSR010528,2,102,24.84,12.4,2.5,1,G08,25,2600000000
BSR010542,2,99,26.4,9,2.6,1,G08,112,2600000000
BSR010634,2,84,29.68,6.7,2.7,1,G04,2,2600000000
BSR010698,2,28,20.06,4.42,1.51,5,G01,6,2600000000
BSR010864,2,54,25.19,5.35,2.4,1,G08,112,2600000000
BSR010931,2,72,27,6,2.6,1,G04,5,2600000000
BSR011101,2,125,31.7,6.8,3.5,1,G04,2,2600000000
BSR011288,2,43,21.91,5.4,2.7,1,G08,12,2600000000
BSR012663,2,134,26.97,8.6,3.8,1,G08,112,2600000000
BSR014936,2,96,23.21,7.6,3,1,G08,112,2600000000
BSR015640,2,149,37,6.8,3.5,1,G04,2,2600000000
BSR015724,2,626,54.92,11,5.1,1,G02,10,2600000000
BSR015788,2,51,22.1,5.6,2.6,1,G08,112,2600000000
BSR018212,2,287,44.16,8.5,4.6,1,G04,2,2600000000
BSR020136,2,110,24.92,8.5,3.82,1,G08,112,2600000000
BSR020310,2,154,27.94,8.6,3.8,1,G08,113,2600000000
BSR020501,2,638,59.96,10.4,5.2,1,G02,10,2600000000
BSR020624,2,798,70.72,11.2,5.5,1,G04,2,2600000000
BSR020631,2,1822,79.09,14.5,7.35,1,G02,13,2600000000
BSR020731,2,304,48.48,9,3.5,1,G04,2,2600000000
BSR020748,2,146,38.46,8.5,2.8,1,G04,2,2600000000
BSR020762,2,141,26.24,8,3.34,1,G08,112,2600000000
BSR020847,2,115,34.92,8,2.7,1,G04,2,2600000000
BSR020893,2,111,36.43,7.7,2.65,1,G08,12,2600000000
BSR020953,2,49,21.01,5.2,2.5,1,G08,113,2600000000
BSR021108,2,33,20.22,5,2.5,1,G04,2,2600000000
BSR021261,2,1435,65.23,14,7,1,G02,105,2600000000
BSR021285,2,46,20.98,5.5,2.5,1,G08,112,2600000000
BSR021412,2,67,22.03,6.1,2.75,1,G08,112,2600000000
BSR021727,2,52,22.08,5.39,2.7,1,G04,5,2600000000
BSR021781,2,75,29.2,6.6,2.55,1,G04,2,2600000000
BSR023724,2,197,43.96,8,3.45,1,G04,2,2600000000
BSR024321,2,62,22.56,8,2.5,1,G08,14,2600000000
BSR024810,2,65,25.92,6,2.2,1,G08,112,2600000000
BSR027032,2,147,35.54,7.4,2.89,1,G08,113,2600000000
BSR028281,2,157,27.57,8.5,3.92,1,G08,111,2600000000
BSR029093,2,93,23.46,7.5,3.2,1,G08,112,2600000000
BSR030713,2,121,31.96,7.2,3.25,1,G04,2,2600000000
BSR030820,2,59,23.47,5.69,2.56,1,G08,112,2600000000
BSR030968,2,790,72.05,11.4,5.35,1,G04,2,2600000000
BSR030990,2,67,28.96,7.2,2.4,1,G04,2,2600000000
BSR031045,2,116,34.99,7,2.8,1,G08,112,2600000000
BSR031151,2,51,19.32,6.4,2.7,1,G08,112,2600000000
BSR031229,2,84,29.91,7.04,2.54,1,G04,2,2600000000
BSR031243,2,79,23.65,7,3.05,1,G08,112,2600000000
BSR031342,2,213,24.98,9.2,6.1,1,G08,112,2600000000
BSR031632,2,45,27.48,4.8,2.1,1,G08,112,2600000000
BSR032551,2,98,32.94,7.4,2.5,1,G04,2,2600000000
BSR032636,2,269,30.05,9,4.1,1,G08,111,2600000000
BSR035704,2,68,26.99,5.6,2.8,1,G04,2,2600000000
BSR035790,2,82,23.96,6.2,2.6,1,G08,112,2600000000
BSR036694,2,82,27.95,6.5,2.5,1,G04,2,2600000000
BSR040088,2,48,21.46,5.7,2.46,1,G08,112,2600000000
BSR040116,2,63,17.87,6.5,2.92,1,G08,111,2600000000
BSR040230,2,41,19.83,5.2,2.2,1,G08,112,2600000000
BSR040254,2,30,20.06,5.5,1.89,1,G08,20,2600000000
BSR040286,2,39,20.37,5.3,2.5,4,G08,5,2600000000
BSR040293,2,69,23.16,6.5,2.9,1,G08,112,2600000000
BSR040406,2,228,31.71,12,3,1,G08,14,2600000000
BSR040421,2,27,20.85,5,2.1,1,G04,2,2600000000
BSR040438,2,507,60.06,10,4.5,1,G04,2,2600000000
BSR040484,2,145,33.1,7.2,3.65,1,G04,2,2600000000
BSR040544,2,313,31.36,9.6,5.82,1,G08,111,2600000000
BSR040859,2,121,31.96,7.2,3.25,1,G04,2,2600000000
BSR040866,2,20,20.33,4.5,1.8,1,G04,2,2600000000
BSR041003,2,44,23.7,5,2.3,1,G08,5,2600000000
BSR041396,2,20,16.83,4.45,2,1,G08,20,2600000000
BSR041471,2,48,23.86,6,2.3,1,G04,2,2600000000
BSR041548,2,137,28.35,8.2,3.72,1,G08,112,2600000000
BSR044921,2,24,18.82,4.2,2,1,G08,112,2600000000
BSR046546,2,92,22.58,7.5,3.48,1,G08,113,2600000000
BSR046578,2,21,20.4,5,1.5,1,G04,5,2600000000
BSR050138,2,44,20.53,5.5,2.5,1,G08,112,2600000000
BSR050205,2,144,29.86,8.6,3.58,1,G08,112,2600000000
BSR050212,2,31,17.63,4.6,2.25,1,G08,112,2600000000
BSR050283,2,24,17.84,4.3,2.2,1,G08,112,2600000000
BSR050442,2,75,24.41,7,3,1,G08,112,2600000000
BSR050467,2,67,25.07,6,2.5,1,G04,2,2600000000
BSR050510,2,323,29.73,10,7,1,G08,111,2600000000
BSR050633,2,114,34.46,7.85,2.65,1,G04,2,2600000000
BSR050641,2,298,37.52,9,2.45,1,G01,6,2600000000
BSR050672,2,104,29.91,6.5,3.15,1,G04,2,2600000000
BSR050680,2,299,29.3,9.4,6,1,G08,111,2600000000
BSR050849,2,56,19.43,6.64,2.4,4,G08,23,2600000000
BSR050871,2,249,33.06,15,2.3,1,G08,7,2600000000
BSR050888,2,287,30.26,9.6,5.8,1,G08,111,2600000000
BSR050916,2,52,24.32,5.5,2.4,1,G04,2,2600000000
BSR050931,2,46,23.97,5.4,2.5,1,G04,2,2600000000
BSR050994,2,277,25.45,9.4,6.02,1,G08,111,2600000000
BSR052708,2,322,29.73,10,7,1,G08,111,2600000000
BSR058211,2,94,25,7.4,3.02,1,G08,112,2600000000
BSR058251,2,124,32.59,7,3.2,1,G04,2,2600000000
BSR058282,2,204,44.04,8,3.45,1,G04,2,2600000000
BSR058290,2,100,29.95,6.8,3.5,1,G04,2,2600000000
BSR060202,2,51,21.96,5.4,2.5,1,G08,4,2600000000
BSR060281,2,130,25.27,8.6,3.83,1,G08,112,2600000000
BSR060319,2,89,29.98,7.4,2.6,1,G04,2,2600000000
BSR060333,2,40,21.36,6,2,1,G08,25,2600000000
BSR060372,2,97,32.98,7.4,2.7,1,G04,2,2600000000
BSR060496,2,1653,76.69,14.2,7.3,1,G02,13,2600000000
BSR060595,2,149,34.15,7.2,3.8,1,G04,2,2600000000
BSR060631,2,90,29.99,7.1,2.5,1,G04,2,2600000000
BSR060821,2,199,45.01,7.8,3.3,1,G04,2,2600000000
BSR060839,2,70,23.18,9.5,2.3,1,G08,6,2600000000
BSR060861,2,27,19.83,5,2.2,1,G04,2,2600000000
BSR060878,2,118,31.96,7.6,3,1,G04,2,2600000000
BSR060945,2,174,34.6,8.5,3.7,1,G04,5,2600000000
BSR060952,2,2339,82.52,15.2,7.8,1,G02,13,2600000000
BSR061213,2,62,27.15,6.5,2.65,1,G04,2,2600000000
BSR061305,2,20,20.66,4.5,1.8,1,G04,2,2600000000
BSR061320,2,44,24.55,5,2.35,1,G04,2,2600000000
BSR061411,2,38,22.42,4.8,2.2,1,G08,5,2600000000
BSR062521,2,198,44.23,8,3.35,1,G04,2,2600000000
BSR062621,2,111,25.06,7.8,3.3,1,G08,112,2600000000
BSR062981,2,91,24.16,7,3.2,1,G08,112,2600000000
BSR065614,2,61,23.35,5.8,2.9,1,G04,2,2600000000
BSR066519,2,119,25.77,8,3.6,1,G08,112,2600000000
BSR066597,2,164,36.8,7.4,3.99,1,G04,2,2600000000
BSR066632,2,263,44.74,9,4,1,G04,5,2600000000
BSR068226,2,71,23.7,6.2,2.8,1,G08,112,2600000000
BSR068241,2,47,24.42,5.2,2.2,1,G04,2,2600000000
BSR070058,2,161,34.15,7.2,3.8,1,G04,2,2600000000
BSR070125,2,41,19.01,7.98,2,1,G08,30,4613000000
BSR070164,2,34,18.26,7,1.9,1,G08,30,2600000000
BSR070316,2,94,29.51,6.5,3,1,G04,2,2600000000
BSR070323,2,130,23.73,9,3.53,1,G08,112,2600000000
